PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
2726,144209738,62753,CC(C)(C1=CC(=C(C(=C1)Br)OCC(CBr)Br)Br)C2=CC(=C(C(=C2)Br)OCC(CBr)Br)Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
2727,144209739,28803,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,55.2234,-126.875,inconclusive agonist,,81.0339,inconclusive antagonist,55.2234,-105.803,inconclusive antagonist,49.2179,-113.886,SigmaAldrich
2728,144209740,76030824,[CH-]1C=CC=C1.[CH-]1C=CC=C1.[Cl-].[Cl-].[Ti+4],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
2729,144209741,6575,C(=C(Cl)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
2730,144209742,5590,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCO,Inconclusive,5,,,inconclusive,active antagonist,56.7762,-64.2059,inactive,,0,inconclusive,,,active antagonist,58.9975,-90.3228,SIGMA
2731,144209743,10215,C1=CC=C2C(=C1)C(=C(N2)C3=NC4=CC=CC=C4C3=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2732,144209744,5283711,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C\3/C[C@H](CCC3=C)O)C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,51.3984,-121.48,inconclusive agonist,48.5232,70.6065,inconclusive antagonist,48.5232,-147.859,active antagonist,50.4216,-125.426,SigmaAldrich
2733,144209745,5281575,COC1=CC=C(C=C1)/C=C/C2=CC(=CC(=O)O2)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ChromaDex
2734,144209746,9171,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
2735,144209747,153909,CC1=NC(=NC(=N1)OC)N(C)C(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
2736,144209748,10465,CCCCCCCCCCCCCCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2737,144209749,7914,CC(C)OC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
2738,144209750,6627,C1=CC=C(C=C1)[Si](C2=CC=CC=C2)(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,,inactive,,0,SigmaAldrich
2739,144209751,6962,C1=CC(=C(C=C1S(=O)(=O)O)C(=O)O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,,inactive,,0,SigmaAldrich
2740,144209752,7868,CC(=C)CC(C)(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2741,144209753,8154,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,27.5959,-84.4775,inconclusive antagonist,26.5569,-53.9428,inconclusive antagonist,26.5569,-120.286,active antagonist,22.7778,-119.791,SigmaAldrich
2742,144209754,8481,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2743,144209755,8896,CC(=O)[O-].CC(=O)[O-].[Mg+2],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,City Chemical
2744,144209756,8907,CCCCCCCCCCCCCCCC(=O)OC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sensient
2745,144209757,12532,CCCCCCCCCCCCCCCCCC#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2746,144209758,4379756,C1=CC(=CC=C1O)S(=O)(=O)[O-].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,TCI
2747,144209759,16700,CCCCCCCCCCCCOS(=O)(=O)[O-].[NH4+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,active antagonist,59.3747,-65.8815,SigmaAldrich
2748,144209760,17304,COP(=S)(OC)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2749,144209761,18732,C[N+](C)(C)CC(CCl)O.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pfaltz-Bauer
2750,144209762,78738,CC(=C)C(=O)OCC[N+](C)(C)C.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inconclusive antagonist,65.0659,-38.954,SigmaAldrich
2751,144209763,23665719,CC(C)(CS(=O)(=O)[O-])NC(=O)C=C.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2752,144209764,23664361,C1=C2C=C(C=C(C2=C(C=C1S(=O)(=O)[O-])N)O)S(=O)(=O)O.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Acros
2753,144209765,81811,CC(=C)C(=O)OCCC[Si](Cl)(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2754,144209766,162071,C[N+](C)(C)CCOC(=O)C=C.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2755,144209767,23677323,C=CCOCC(CS(=O)(=O)[O-])O.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2756,144209768,8755,CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,55.816,-84.4804,inconclusive antagonist,55.816,-53.0654,inconclusive antagonist,55.816,-109.327,inconclusive antagonist,49.7461,-150.233,SIGMA
2757,144209769,112412,CC(C)(C1=CC=CC=C1)C2=CC(=C(C(=C2)N3N=C4C=CC=CC4=N3)O)C(C)(C)C5=CC=CC=C5,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
2758,144209770,60966,C[N+](C)(C)C.[OH-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,VWR
2759,144209771,24699,CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
2760,144209772,23664644,C1=CC(=CC=C1N)S(=O)(=O)[O-].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,TCI
2761,144209773,76004,CO[Si](C=C)(OC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2762,144209774,5076555,C1=CC=C2C(=C1)C(=O)C3=C(C=C(C(=C3C2=O)N)S(=O)(=O)[O-])Br.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
2763,144209775,61972,CC(C)(C1=CC(=C(C(=C1)Br)OCC=C)Br)C2=CC(=C(C(=C2)Br)OCC=C)Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2764,144209776,162012,CCO[Si](CCCSSSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,,,SigmaAldrich
2765,144209777,7992,CC(C)COC=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
2766,144209778,24393,[O-]S(=O)(=O)[O-].[Fe+2],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,VWR
2767,144209779,28118,[H+].[B-](F)(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2768,144209780,6681,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3Br)Br)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2769,144209781,73415808,[C@@H]([C@H](C(=O)[O-])[O-])(C(=O)[O-])[O-].[C@@H]([C@H](C(=O)[O-])[O-])(C(=O)[O-])[O-].O.O.O.[K+].[K+].[Sb+3].[Sb+3],Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,14.4142,-108.448,active agonist,24.6674,79.4312,active antagonist,16.8057,-112.77,inconclusive antagonist,11.0185,-56.9762,SigmaAldrich
2770,144209782,10754,C1=CC(=CC=C1C2=CC=C(C=C2)N)N.Cl.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2771,144209783,5284359,[Cl-].[Cl-].[Ca+2],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2772,144209784,10855,C1=CC(=CC=C1N)N=NC2=CC=C(C=C2)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Alfa Aesar
2773,144209785,11728,C[NH2+]C.CN(C)C(=S)[S-],Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,0.401279,-103.255,active agonist,0.450243,88.6135,active antagonist,0.433291,-105.917,active antagonist,0.50518,-68.8186,Sensient
2774,144209786,3032297,C(CNC(=S)[S-])NC(=S)[S-].[Na+].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
2775,144209787,26710,CN(C)C(=S)[S-].CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Fe+3],Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,0.0268683,-104.429,active agonist,0.0338252,100.005,active antagonist,0.0301467,-107.587,active antagonist,0.0351485,-103.707,SIGMA
2776,144209788,14276,C1CCCNCCC1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
2777,144209789,667490,C1=NC2=C(N1)C(=S)N=CN2,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,50.5938,-35.6093,inactive,,0,inconclusive antagonist,45.0918,-43.6115,inconclusive antagonist,42.5694,-52.7333,Pfaltz-Bauer
2778,144209790,1674,CC1=C2CCC3=C2C(=CC4=C3C=CC5=CC=CC=C54)C=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
2779,144209791,6101499,CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Ni+2],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sensient
2780,144209792,5284429,O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[Ni+2],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2781,144209793,24268,[N+](=O)([O-])[O-].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2782,144209794,158629,C1=CC(=C(C(=C1C2=CC(=C(C(=C2)Br)Br)Br)Br)Br)Br,Inconclusive,5,,,inconclusive,inconclusive antagonist,6.07177,-36.0977,inactive,,0,inactive,,0,inactive,,0,ChemService
2783,144209795,24007,O=[Se]=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2784,144209796,23892,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N.Cl.Cl.Cl.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
2785,144209797,5284466,[Cl-].[Cl-].[Sn+2],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2786,144209798,16682804,CC(=O)O[Sn](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,0.0904711,-87.4127,active agonist,0.333562,102.565,active antagonist,0.087065,-104.341,active antagonist,0.113896,-104.95,SIGMA
2787,144209799,5284483,CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2],Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,10.5456,-113.614,active agonist,10.3452,96.9409,active antagonist,10.5456,-108.973,active antagonist,11.3869,-88.5636,Sensient
2788,144209800,5280805,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2789,144209801,5035,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,55.0015,-109.612,inactive,,0,active antagonist,57.1533,-126.193,active antagonist,55.0015,-135.087,SigmaAldrich
2790,144209802,104741,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Active,45,,,active antagonist,active antagonist,5.92949,-36.6758,inactive,,0,active antagonist,9.219,-39.0832,inconclusive antagonist,,,SigmaAldrich
2791,144209803,12195864,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2792,144209804,5702746,CC[C@H](C)COC(=O)/C=C/C1=CC=C(C=C1)N=CC2=CC=C(C=C2)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2793,144209805,18430,C1C(O1)CBr,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2794,144209806,16666,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2795,144209807,20769,CC(C)OC(=O)C(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2796,144209808,38853,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2797,144209809,,,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2798,144209810,16591,CCCSSCC=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,Chemos
2799,144209811,16217238,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(=[N-])=NC#N,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,9.77483,-74.6584,active antagonist,15.4921,-71.6815,active antagonist,11.8425,-149.667,active antagonist,5.9353,-107.948,Cytec
2800,144209812,11181836,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Cytec
2801,144209813,60196373,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Cytec
2802,144209814,2734250,CCCCN1C=C[N+](=C1C)C.C(F)(F)(F)S(=O)(=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2803,144209815,11258643,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2804,144209816,11448496,CCCCN1C=C[N+](=C1)C.[I-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2805,144209817,2734246,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2806,144209818,11674455,CCCCN1C=C[N+](=C1)C.Cl[Fe-](Cl)(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2807,144209819,2734178,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2808,144209820,22078297,CCCCCCCCCCN1C=C[N+](=C1)C.[Br-],Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inconclusive agonist,,,inactive,,0,inactive,,0,Io-li-tec
2809,144209821,2734225,CCCCCCCCCCN1C=C[N+](=C1)C.[Cl-],Inconclusive,5,,,inconclusive,inconclusive antagonist,43.5985,-59.3999,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2810,144209822,10044526,CCCCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,Inconclusive,5,,,inconclusive,inconclusive antagonist,46.1536,-34.5081,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2811,144209823,11750474,CCCN1C=C[N+](=C1C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2812,144209824,11459786,CCCN1C=C[N+](=C1C)C.[I-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2813,144209825,2775940,CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.[Cl-],Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,42.0649,-81.4246,active antagonist,55.0284,-65.1722,active antagonist,50.9628,-144.659,active antagonist,33.4134,-123.047,Io-li-tec
2814,144209826,16749605,CCCCCCCCCCCCN1C=C[N+](=C1)C.[Br-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2815,144209827,46226173,[B-](F)(F)(F)F.CCCCCCCCCCCCN1C=C[N+](=C1)C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,48.9303,-106.193,inconclusive,,,inconclusive antagonist,54.9007,-168.633,active antagonist,54.9007,-127.406,Io-li-tec
2816,144209828,23160059,CCCCCCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,55.8902,-102.832,active antagonist,60.3488,-57.9998,inconclusive antagonist,62.7098,-124.969,active antagonist,52.7637,-122.809,Io-li-tec
2817,144209829,21932259,CCN1C=C[N+](=C1C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2818,144209830,16211417,CCCCCCCCCCCCN1C=C[N+](=C1)C.[I-],Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,55.4388,-99.9987,inconclusive,,,inconclusive antagonist,55.4388,-154.285,inconclusive antagonist,49.4099,-95.407,Io-li-tec
2819,144209831,60196374,CCN1C=CN(C1C)C.Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2820,144209832,50878556,CCN1C=C[N+](=C1C)C.F[P-](F)(F)(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2821,144209833,2734235,CCN1C=C[N+](=C1)C.[Br-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2822,144209834,21977262,[B-](F)(F)(F)F.CCN1C=C[N+](=C1C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2823,144209835,16210995,CCN1C=C[N+](=C1C)C.C(F)(F)(F)S(=O)(=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2824,144209836,53316406,CCN1C=C[N+](=C1)C.CCOP(=O)([O-])OCC,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,46.7482,-88.3602,inconclusive antagonist,,-70.7824,active antagonist,51.4554,-153.184,active antagonist,51.4554,-126.579,Io-li-tec
2825,144209837,12095229,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2826,144209838,16211849,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2827,144209839,16211409,CCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2828,144209840,16217215,CCN1C=C[N+](=C1)C.OS(=O)(=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2829,144209841,11075478,CCN1C=C[N+](=C1)C.[I-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2830,144209842,2769348,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2831,144209843,10636633,CCN1C=C[N+](=C1)C.CC1=CC=C(C=C1)S(=O)(=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,Io-li-tec
2832,144209844,50878565,CCCCCCCCCCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2833,144209845,18506491,[B-](F)(F)(F)F.CCCCCCCCCCCCCCCCN1C=C[N+](=C1)C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,44.0366,-76.6146,active antagonist,62.2034,-65.5371,active antagonist,55.4388,-148.394,active antagonist,47.5496,-115.771,Io-li-tec
2834,144209846,60196375,CCCCCCCCCCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,16.1336,-79.0016,inconclusive antagonist,,-6.89597,active antagonist,19.5463,-118.746,active antagonist,20.311,-103.513,Io-li-tec
2835,144209847,10411334,CCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2836,144209848,2734179,[B-](F)(F)(F)F.CCCCCCN1C=C[N+](=C1)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2837,144209849,11344909,[B-](F)(F)(F)F.C[N+]1=CN(C=C1)CCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2838,144209850,24944555,CCCCCCCCCCCCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,30.7218,-82.6209,active antagonist,50.5957,-64.9082,inconclusive antagonist,43.3957,-140.45,active antagonist,48.6908,-125.459,Io-li-tec
2839,144209851,60196376,CCCCCCCCN1CN(C=C1)C.Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2840,144209852,12971008,CCCN1C=C[N+](=C1)C.[I-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2841,144209853,60196377,CCCN1CN(C=C1)C.Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2842,144209854,11171853,[B-](F)(F)(F)F.CCCN1C=C[N+](=C1)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2843,144209855,60196378,CCCN1CN(C=C1)C.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2844,144209856,60196379,CCCCCCCCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,19.532,-78.7798,inconclusive agonist,19.532,71.2052,active antagonist,25.5513,-132.89,active antagonist,25.5513,-102.767,Io-li-tec
2845,144209857,60196380,CCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2846,144209858,2734229,CCCCCCCCCCCCCCN1C=C[N+](=C1)C.[Cl-],Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,54.3701,-109.055,inconclusive,,,inconclusive antagonist,54.3701,-142.773,active antagonist,54.3701,-110.409,Io-li-tec
2847,144209859,60196381,CCCCCCCCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,-72.6737,inactive,,0,Io-li-tec
2848,144209860,12184311,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2849,144209861,60196382,[B-](F)(F)(F)F.CCCC[N+]1(CCCCC1)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2850,144209862,19838382,CCCC[N+]1(CCCCC1)C.[Br-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2851,144209863,60196383,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
2852,144209864,57369982,CCCC[N+]1(CCCCC1)C.F[P-](F)(F)(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
